Model	Instance	Bitmap	PA0	PA1	PA2	PA3	PA4	PA5	PA6	PA7	PA8	PA9	PA10	PA11	PA12	PA13	PA14	PA15	PB0	PB1	PB2	PB3	PB4	PB5	PB6	PB7	PB8	PB9	PB10	PB11	PB12	PB13	PB14	PB15	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PD0	PD1	PD2	PD3	PD4	PD5	PD6	PD7	PD8	PD9	PD10	PD11	PD12	PD13	PD14	PD15	PE0	PE1	PE2	PE3	PE4	PE5	PE6	PE7	PE8	PE9	PE10	PE11	PE12	PE13	PE14	PE15	PF0	PF1	PF2	PF3	PF4	PF5	PF6	PF7	PF8	PF9	PF10	PF11	PF12	PF13	PF14	PF15	PG0	PG1	PG2	PG3	PG4	PG5	PG6	PG7	PG8	PG9	PG10	PG11	PG12	PG13	PG14	PG15	PH0	PH1	PH2	PH3	PH4	PH5	PH6	PH7	PH8	PH9	PH10	PH11	PH12	PH13	PH14	PH15	PI0	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	PI13	PI14	PI15	PJ0	PJ1	PJ2	PJ3	PJ4	PJ5	PJ6	PJ7	PJ8	PJ9	PJ10	PJ11	PJ12	PJ13	PJ14	PJ15	PK0	PK1	PK2	PK3	PK4	PK5	PK6	PK7	PK8	PK9	PK10	PK11	PK12	PK13	PK14	PK15	PZ0	PZ1	PZ2	PZ3	PZ4	PZ5	PZ6	PZ7	PZ8	PZ9	PZ10	PZ11	PZ12	PZ13	PZ14	PZ15
STM32F765Z(G-I)Tx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767B(G-I)Tx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767B(G-I)Tx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767B(G-I)Tx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F767I(G-I)Kx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767I(G-I)Kx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767I(G-I)Kx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F767I(G-I)Tx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767I(G-I)Tx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767I(G-I)Tx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F767N(G-I)Hx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767N(G-I)Hx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767N(G-I)Hx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F767VGHx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767VGHx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767VGHx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767VGTx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767VGTx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767VGTx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767VIHx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767VIHx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767VIHx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767VITx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767VITx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767VITx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767ZGTx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767ZGTx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767ZGTx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F767ZITx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F767ZITx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F767ZITx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																																																																																												
STM32F768AIYx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F768AIYx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F768AIYx	USB_OTG_HS_ULPI	000101000000000011000100001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP																																																																																				USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769A(G-I)Yx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769A(G-I)Yx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769A(G-I)Yx	USB_OTG_HS_ULPI	000101000000000011000100001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP																																																																																				USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769B(G-I)Tx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769B(G-I)Tx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769B(G-I)Tx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769IGTx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769IGTx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769IGTx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769IITx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769IITx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769IITx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769NGHx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769NGHx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769NGHx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F769NIHx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F769NIHx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F769NIHx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F777BITx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F777BITx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F777BITx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
STM32F777IIKx	USB_OTG_FS	000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000									USB_OTG_FS_SOF	USB_OTG_FS_VBUS	USB_OTG_FS_ID	USB_OTG_FS_DM	USB_OTG_FS_DP																																																																																																																																																																																			
STM32F777IIKx	USB_OTG_HS	000010000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000					USB_OTG_HS_SOF																								USB_OTG_HS_ID	USB_OTG_HS_VBUS	USB_OTG_HS_DM	USB_OTG_HS_DP																																																																																																																																																																
STM32F777IIKx	USB_OTG_HS_ULPI	000101000000000011000100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000				USB_OTG_HS_ULPI_D0		USB_OTG_HS_ULPI_CK											USB_OTG_HS_ULPI_D1	USB_OTG_HS_ULPI_D2				USB_OTG_HS_ULPI_D7					USB_OTG_HS_ULPI_D3	USB_OTG_HS_ULPI_D4	USB_OTG_HS_ULPI_D5	USB_OTG_HS_ULPI_D6			USB_OTG_HS_ULPI_STP		USB_OTG_HS_ULPI_DIR	USB_OTG_HS_ULPI_NXT																																																																																	USB_OTG_HS_ULPI_NXT																							USB_OTG_HS_ULPI_DIR																																																				
